Pais;Categoria;Subcategoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Costa Rica;NARTD;;Volume per Trip;Modern Trade;MAT Dec-25;3.53;0.07951070336391441
Costa Rica;NARTD;;Volume per Trip;Hypermarket;MAT Dec-23;3.65;-0.047752808988763995
Costa Rica;NARTD;;Volume per Trip;Hypermarket;MAT Dec-24;3.56;-0.047752808988763995
Costa Rica;NARTD;;Volume per Trip;Hypermarket;MAT Dec-25;3.39;-0.047752808988763995
Costa Rica;NARTD;;Volume per Trip;Supermarket;MAT Dec-23;2.98;0.02657807308970095
Costa Rica;NARTD;;Volume per Trip;Supermarket;MAT Dec-24;3.01;0.02657807308970095
Costa Rica;NARTD;;Volume per Trip;Supermarket;MAT Dec-25;3.09;0.02657807308970095
Costa Rica;NARTD;;Volume per Trip;Convenience;MAT Dec-23;1.86;-0.1324041811846689
Costa Rica;NARTD;;Volume per Trip;Convenience;MAT Dec-24;2.87;-0.1324041811846689
Costa Rica;NARTD;;Volume per Trip;Convenience;MAT Dec-25;2.49;-0.1324041811846689
Costa Rica;NARTD;;Volume per Trip;Discounters;MAT Dec-23;3.15;0.10557184750733128
Costa Rica;NARTD;;Volume per Trip;Discounters;MAT Dec-24;3.41;0.10557184750733128
Costa Rica;NARTD;;Volume per Trip;Discounters;MAT Dec-25;3.77;0.10557184750733128
Costa Rica;NARTD;;Volume per Trip;Wholesalers;MAT Dec-23;6.18;-0.10638297872340419
Costa Rica;NARTD;;Volume per Trip;Wholesalers;MAT Dec-24;7.52;-0.10638297872340419
Costa Rica;NARTD;;Volume per Trip;Wholesalers;MAT Dec-25;6.72;-0.10638297872340419
Costa Rica;NARTD;;Volume per Trip;Traditional Trade;MAT Dec-23;2.3;0.04081632653061207
Costa Rica;NARTD;;Volume per Trip;Traditional Trade;MAT Dec-24;2.45;0.04081632653061207
Costa Rica;NARTD;;Volume per Trip;Traditional Trade;MAT Dec-25;2.55;0.04081632653061207
Costa Rica;NARTD;;Volume per Trip;Minimarkets;MAT Dec-23;2.39;0.04435483870967727
Costa Rica;NARTD;;Volume per Trip;Minimarkets;MAT Dec-24;2.48;0.04435483870967727
Costa Rica;NARTD;;Volume per Trip;Minimarkets;MAT Dec-25;2.59;0.04435483870967727
Costa Rica;NARTD;;Volume per Trip;Traditional Stores;MAT Dec-23;2.01;-0.047210300429184504
Costa Rica;NARTD;;Volume per Trip;Traditional Stores;MAT Dec-24;2.33;-0.047210300429184504
Costa Rica;NARTD;;Volume per Trip;Traditional Stores;MAT Dec-25;2.22;-0.047210300429184504
Costa Rica;NARTD;;Volume per Trip;Pharma;MAT Dec-23;1.7;-0.10457516339869277
Costa Rica;NARTD;;Volume per Trip;Pharma;MAT Dec-24;1.53;-0.10457516339869277
Costa Rica;NARTD;;Volume per Trip;Pharma;MAT Dec-25;1.37;-0.10457516339869277
Costa Rica;NARTD;;Volume per Trip;Ecomm;MAT Dec-23;1.86;-0.6976744186046511
Costa Rica;NARTD;;Volume per Trip;Ecomm;MAT Dec-24;2.15;-0.6976744186046511
Costa Rica;NARTD;;Volume per Trip;Ecomm;MAT Dec-25;0.65;-0.6976744186046511
Costa Rica;NARTD;;Volume per Trip;Door to Door;MAT Dec-23;3.88;2.221343873517787
Costa Rica;NARTD;;Volume per Trip;Door to Door;MAT Dec-24;2.53;2.221343873517787
Costa Rica;NARTD;;Volume per Trip;Door to Door;MAT Dec-25;8.15;2.221343873517787
Costa Rica;NARTD;;Volume per Trip;Specialized Stores;MAT Dec-23;4.99;0.17374517374517384
Costa Rica;NARTD;;Volume per Trip;Specialized Stores;MAT Dec-24;2.59;0.17374517374517384
Costa Rica;NARTD;;Volume per Trip;Specialized Stores;MAT Dec-25;3.04;0.17374517374517384
Costa Rica;TCCC;;Volume per Trip;Total Market;MAT Dec-23;2.49;0.03676470588235281
Costa Rica;TCCC;;Volume per Trip;Total Market;MAT Dec-24;2.72;0.03676470588235281
Costa Rica;TCCC;;Volume per Trip;Total Market;MAT Dec-25;2.82;0.03676470588235281
Costa Rica;TCCC;;Volume per Trip;Modern Trade;MAT Dec-23;2.72;0.06711409395973167
Costa Rica;TCCC;;Volume per Trip;Modern Trade;MAT Dec-24;2.98;0.06711409395973167
Costa Rica;TCCC;;Volume per Trip;Modern Trade;MAT Dec-25;3.18;0.06711409395973167
Costa Rica;TCCC;;Volume per Trip;Hypermarket;MAT Dec-23;3.45;-0.09337349397590367
Costa Rica;TCCC;;Volume per Trip;Hypermarket;MAT Dec-24;3.32;-0.09337349397590367
Costa Rica;TCCC;;Volume per Trip;Hypermarket;MAT Dec-25;3.01;-0.09337349397590367
Costa Rica;TCCC;;Volume per Trip;Supermarket;MAT Dec-23;2.71;0.02877697841726623
Costa Rica;TCCC;;Volume per Trip;Supermarket;MAT Dec-24;2.78;0.02877697841726623
Costa Rica;TCCC;;Volume per Trip;Supermarket;MAT Dec-25;2.86;0.02877697841726623
Costa Rica;TCCC;;Volume per Trip;Convenience;MAT Dec-23;2.04;-0.022421524663677084
Costa Rica;TCCC;;Volume per Trip;Convenience;MAT Dec-24;2.23;-0.022421524663677084
Costa Rica;TCCC;;Volume per Trip;Convenience;MAT Dec-25;2.18;-0.022421524663677084
Costa Rica;TCCC;;Volume per Trip;Discounters;MAT Dec-23;2.72;0.08709677419354844
Costa Rica;TCCC;;Volume per Trip;Discounters;MAT Dec-24;3.1;0.08709677419354844
Costa Rica;TCCC;;Volume per Trip;Discounters;MAT Dec-25;3.37;0.08709677419354844
Costa Rica;TCCC;;Volume per Trip;Wholesalers;MAT Dec-23;7.59;-0.29614604462474636
Costa Rica;TCCC;;Volume per Trip;Wholesalers;MAT Dec-24;9.86;-0.29614604462474636
Costa Rica;TCCC;;Volume per Trip;Wholesalers;MAT Dec-25;6.94;-0.29614604462474636
Costa Rica;TCCC;;Volume per Trip;Traditional Trade;MAT Dec-23;2.33;0.024590163934426146
Costa Rica;TCCC;;Volume per Trip;Traditional Trade;MAT Dec-24;2.44;0.024590163934426146
Costa Rica;TCCC;;Volume per Trip;Traditional Trade;MAT Dec-25;2.5;0.024590163934426146
Costa Rica;TCCC;;Volume per Trip;Minimarkets;MAT Dec-23;2.36;0.028806584362139898
Costa Rica;TCCC;;Volume per Trip;Minimarkets;MAT Dec-24;2.43;0.028806584362139898
Costa Rica;TCCC;;Volume per Trip;Minimarkets;MAT Dec-25;2.5;0.028806584362139898
Costa Rica;TCCC;;Volume per Trip;Traditional Stores;MAT Dec-23;2.21;-0.012096774193548265
Costa Rica;TCCC;;Volume per Trip;Traditional Stores;MAT Dec-24;2.48;-0.012096774193548265
Costa Rica;TCCC;;Volume per Trip;Traditional Stores;MAT Dec-25;2.45;-0.012096774193548265
Costa Rica;TCCC;;Volume per Trip;Pharma;MAT Dec-23;0.62;-0.09199999999999997
Costa Rica;TCCC;;Volume per Trip;Pharma;MAT Dec-24;2.5;-0.09199999999999997
Costa Rica;TCCC;;Volume per Trip;Pharma;MAT Dec-25;2.27;-0.09199999999999997
Costa Rica;TCCC;;Volume per Trip;Ecomm;MAT Dec-23;1.05;-0.73224043715847
Costa Rica;TCCC;;Volume per Trip;Ecomm;MAT Dec-24;1.83;-0.73224043715847
Costa Rica;TCCC;;Volume per Trip;Ecomm;MAT Dec-25;0.49;-0.73224043715847
Costa Rica;TCCC;;Volume per Trip;Door to Door;MAT Dec-23;4.52;0.31600000000000006
Costa Rica;TCCC;;Volume per Trip;Door to Door;MAT Dec-24;2.5;0.31600000000000006
Costa Rica;TCCC;;Volume per Trip;Door to Door;MAT Dec-25;3.29;0.31600000000000006
Costa Rica;TCCC;;Volume per Trip;Specialized Stores;MAT Dec-23;6.56;0.3220338983050848
Costa Rica;TCCC;;Volume per Trip;Specialized Stores;MAT Dec-24;2.36;0.3220338983050848
Costa Rica;TCCC;;Volume per Trip;Specialized Stores;MAT Dec-25;3.12;0.3220338983050848
Costa Rica;FMCG;;Value USD;Total Market;MAT Dec-23;4017016000;0.03949818154797535
Costa Rica;FMCG;;Value USD;Total Market;MAT Dec-24;4602541000;0.03949818154797535
Costa Rica;FMCG;;Value USD;Total Market;MAT Dec-25;4784333000;0.03949818154797535
Costa Rica;FMCG;;Value USD;Modern Trade;MAT Dec-23;2297328000;0.06346272610917691
Costa Rica;FMCG;;Value USD;Modern Trade;MAT Dec-24;2681448000;0.06346272610917691
Costa Rica;FMCG;;Value USD;Modern Trade;MAT Dec-25;2851620000;0.06346272610917691
Costa Rica;FMCG;;Value USD;Hypermarket;MAT Dec-23;101648000;-0.05002699524684917
Costa Rica;FMCG;;Value USD;Hypermarket;MAT Dec-24;150952500;-0.05002699524684917
Costa Rica;FMCG;;Value USD;Hypermarket;MAT Dec-25;143400800;-0.05002699524684917
Costa Rica;FMCG;;Value USD;Supermarket;MAT Dec-23;511783400;0.17600214602448272
Costa Rica;FMCG;;Value USD;Supermarket;MAT Dec-24;586386600;0.17600214602448272
Costa Rica;FMCG;;Value USD;Supermarket;MAT Dec-25;689591900;0.17600214602448272
Costa Rica;FMCG;;Value USD;Convenience;MAT Dec-23;3636635;0.4181111440889922
Costa Rica;FMCG;;Value USD;Convenience;MAT Dec-24;5407665;0.4181111440889922
Costa Rica;FMCG;;Value USD;Convenience;MAT Dec-25;7668670;0.4181111440889922
Costa Rica;FMCG;;Value USD;Discounters;MAT Dec-23;1673507000;0.03691085494417745
Costa Rica;FMCG;;Value USD;Discounters;MAT Dec-24;1928430000;0.03691085494417745
Costa Rica;FMCG;;Value USD;Discounters;MAT Dec-25;1999610000;0.03691085494417745
Costa Rica;FMCG;;Value USD;Wholesalers;MAT Dec-23;132629700;0.3005866113162876
Costa Rica;FMCG;;Value USD;Wholesalers;MAT Dec-24;148002600;0.3005866113162876
Costa Rica;FMCG;;Value USD;Wholesalers;MAT Dec-25;192490200;0.3005866113162876
Costa Rica;FMCG;;Value USD;Traditional Trade;MAT Dec-23;1057659000;0.014107239082780998
Costa Rica;FMCG;;Value USD;Traditional Trade;MAT Dec-24;1146858000;0.014107239082780998
Costa Rica;FMCG;;Value USD;Traditional Trade;MAT Dec-25;1163037000;0.014107239082780998
Costa Rica;FMCG;;Value USD;Minimarkets;MAT Dec-23;948272000;0.0402749895873713
Costa Rica;FMCG;;Value USD;Minimarkets;MAT Dec-24;1039603000;0.0402749895873713
Costa Rica;FMCG;;Value USD;Minimarkets;MAT Dec-25;1081473000;0.0402749895873713
Costa Rica;FMCG;;Value USD;Traditional Stores;MAT Dec-23;83948790;-0.28918179334379446
Costa Rica;FMCG;;Value USD;Traditional Stores;MAT Dec-24;84108580;-0.28918179334379446
Costa Rica;FMCG;;Value USD;Traditional Stores;MAT Dec-25;59785910;-0.28918179334379446
Costa Rica;FMCG;;Value USD;Pharma;MAT Dec-23;17263000;0.48887550887559517
Costa Rica;FMCG;;Value USD;Pharma;MAT Dec-24;20876910;0.48887550887559517
Costa Rica;FMCG;;Value USD;Pharma;MAT Dec-25;31083120;0.48887550887559517
Costa Rica;FMCG;;Value USD;Ecomm;MAT Dec-23;1412518;-0.39189551718279125
Costa Rica;FMCG;;Value USD;Ecomm;MAT Dec-24;2236540;-0.39189551718279125
Costa Rica;FMCG;;Value USD;Ecomm;MAT Dec-25;1360050;-0.39189551718279125
Costa Rica;FMCG;;Value USD;Door to Door;MAT Dec-23;29343690;0.3730844793713164
Costa Rica;FMCG;;Value USD;Door to Door;MAT Dec-24;24432000;0.3730844793713164
Costa Rica;FMCG;;Value USD;Door to Door;MAT Dec-25;33547200;0.3730844793713164
Costa Rica;FMCG;;Value USD;Specialized Stores;MAT Dec-23;373371100;-0.08920835796549242
Costa Rica;FMCG;;Value USD;Specialized Stores;MAT Dec-24;433545700;-0.08920835796549242
Costa Rica;FMCG;;Value USD;Specialized Stores;MAT Dec-25;394869800;-0.08920835796549242
Costa Rica;NARTD;;Value USD;Total Market;MAT Dec-23;174804100;0.016303622394698403
Costa Rica;NARTD;;Value USD;Total Market;MAT Dec-24;203776800;0.016303622394698403
Costa Rica;NARTD;;Value USD;Total Market;MAT Dec-25;207099100;0.016303622394698403
Costa Rica;NARTD;;Value USD;Modern Trade;MAT Dec-23;79419670;0.08426502760943344
Costa Rica;NARTD;;Value USD;Modern Trade;MAT Dec-24;95856730;0.08426502760943344
Costa Rica;NARTD;;Value USD;Modern Trade;MAT Dec-25;103934100;0.08426502760943344
Costa Rica;NARTD;;Value USD;Hypermarket;MAT Dec-23;2685918;0.019278154001189707
Costa Rica;NARTD;;Value USD;Hypermarket;MAT Dec-24;4374174;0.019278154001189707
Costa Rica;NARTD;;Value USD;Hypermarket;MAT Dec-25;4458500;0.019278154001189707
Costa Rica;NARTD;;Value USD;Supermarket;MAT Dec-23;23214130;0.1302217680504849
Costa Rica;NARTD;;Value USD;Supermarket;MAT Dec-24;27273090;0.1302217680504849
Costa Rica;NARTD;;Value USD;Supermarket;MAT Dec-25;30824640;0.1302217680504849
Costa Rica;NARTD;;Value USD;Convenience;MAT Dec-23;548236;-0.20591175827584807
Costa Rica;NARTD;;Value USD;Convenience;MAT Dec-24;1157253;-0.20591175827584807
Costa Rica;NARTD;;Value USD;Convenience;MAT Dec-25;918961;-0.20591175827584807
Costa Rica;NARTD;;Value USD;Discounters;MAT Dec-23;52802640;0.07275621235852281
Costa Rica;NARTD;;Value USD;Discounters;MAT Dec-24;62920950;0.07275621235852281
Costa Rica;NARTD;;Value USD;Discounters;MAT Dec-25;67498840;0.07275621235852281
Costa Rica;NARTD;;Value USD;Wholesalers;MAT Dec-23;5832209;0.4782310236566081
Costa Rica;NARTD;;Value USD;Wholesalers;MAT Dec-24;4096403;0.4782310236566081
Costa Rica;NARTD;;Value USD;Wholesalers;MAT Dec-25;6055430;0.4782310236566081
Costa Rica;NARTD;;Value USD;Traditional Trade;MAT Dec-23;82122020;-0.04753877604736356
Costa Rica;NARTD;;Value USD;Traditional Trade;MAT Dec-24;92246380;-0.04753877604736356
Costa Rica;NARTD;;Value USD;Traditional Trade;MAT Dec-25;87861100;-0.04753877604736356
Costa Rica;NARTD;;Value USD;Minimarkets;MAT Dec-23;65150650;0.07560248237144251
Costa Rica;NARTD;;Value USD;Minimarkets;MAT Dec-24;73921250;0.07560248237144251
Costa Rica;NARTD;;Value USD;Minimarkets;MAT Dec-25;79509880;0.07560248237144251
Costa Rica;NARTD;;Value USD;Traditional Stores;MAT Dec-23;16934280;-0.5551162514418857
Costa Rica;NARTD;;Value USD;Traditional Stores;MAT Dec-24;18266010;-0.5551162514418857
Costa Rica;NARTD;;Value USD;Traditional Stores;MAT Dec-25;8126251;-0.5551162514418857
Costa Rica;NARTD;;Value USD;Pharma;MAT Dec-23;12731;5.134762997546886
Costa Rica;NARTD;;Value USD;Pharma;MAT Dec-24;12637;5.134762997546886
Costa Rica;NARTD;;Value USD;Pharma;MAT Dec-25;77525;5.134762997546886
Costa Rica;NARTD;;Value USD;Ecomm;MAT Dec-23;29991;-0.27005220692928333
Costa Rica;NARTD;;Value USD;Ecomm;MAT Dec-24;21070;-0.27005220692928333
Costa Rica;NARTD;;Value USD;Ecomm;MAT Dec-25;15380;-0.27005220692928333
Costa Rica;NARTD;;Value USD;Door to Door;MAT Dec-23;108215;13.7116893366139
Costa Rica;NARTD;;Value USD;Door to Door;MAT Dec-24;43082;13.7116893366139
Costa Rica;NARTD;;Value USD;Door to Door;MAT Dec-25;633809;13.7116893366139
Costa Rica;NARTD;;Value USD;Specialized Stores;MAT Dec-23;876641;0.6356247466945664
Costa Rica;NARTD;;Value USD;Specialized Stores;MAT Dec-24;772289;0.6356247466945664
Costa Rica;NARTD;;Value USD;Specialized Stores;MAT Dec-25;1263175;0.6356247466945664
Costa Rica;TCCC;;Value USD;Total Market;MAT Dec-23;75054280;-0.012847402375971928
Costa Rica;TCCC;;Value USD;Total Market;MAT Dec-24;92667760;-0.012847402375971928
Costa Rica;TCCC;;Value USD;Total Market;MAT Dec-25;91477220;-0.012847402375971928
Costa Rica;TCCC;;Value USD;Modern Trade;MAT Dec-23;25212420;0.10940628565344146
Costa Rica;TCCC;;Value USD;Modern Trade;MAT Dec-24;35594390;0.10940628565344146
Costa Rica;TCCC;;Value USD;Modern Trade;MAT Dec-25;39488640;0.10940628565344146
Costa Rica;TCCC;;Value USD;Hypermarket;MAT Dec-23;1039236;0.14490721182023059
Costa Rica;TCCC;;Value USD;Hypermarket;MAT Dec-24;1711371;0.14490721182023059
Costa Rica;TCCC;;Value USD;Hypermarket;MAT Dec-25;1959361;0.14490721182023059
Costa Rica;TCCC;;Value USD;Supermarket;MAT Dec-23;8730685;0.13438045375218155
Costa Rica;TCCC;;Value USD;Supermarket;MAT Dec-24;10629150;0.13438045375218155
Costa Rica;TCCC;;Value USD;Supermarket;MAT Dec-25;12057500;0.13438045375218155
Costa Rica;TCCC;;Value USD;Convenience;MAT Dec-23;264772;-0.22520831317399392
Costa Rica;TCCC;;Value USD;Convenience;MAT Dec-24;465045;-0.22520831317399392
Costa Rica;TCCC;;Value USD;Convenience;MAT Dec-25;360313;-0.22520831317399392
Costa Rica;TCCC;;Value USD;Discounters;MAT Dec-23;15109790;0.10330563427300188
Costa Rica;TCCC;;Value USD;Discounters;MAT Dec-24;22736030;0.10330563427300188
Costa Rica;TCCC;;Value USD;Discounters;MAT Dec-25;25084790;0.10330563427300188
Costa Rica;TCCC;;Value USD;Wholesalers;MAT Dec-23;683206;0.23388424931813412
Costa Rica;TCCC;;Value USD;Wholesalers;MAT Dec-24;1303042;0.23388424931813412
Costa Rica;TCCC;;Value USD;Wholesalers;MAT Dec-25;1607803;0.23388424931813412
Costa Rica;TCCC;;Value USD;Traditional Trade;MAT Dec-23;43725330;-0.043032264105440254
Costa Rica;TCCC;;Value USD;Traditional Trade;MAT Dec-24;47311710;-0.043032264105440254
Costa Rica;TCCC;;Value USD;Traditional Trade;MAT Dec-25;45275780;-0.043032264105440254
Costa Rica;TCCC;;Value USD;Minimarkets;MAT Dec-23;34090420;0.09991766821085224
Costa Rica;TCCC;;Value USD;Minimarkets;MAT Dec-24;37676820;0.09991766821085224
Costa Rica;TCCC;;Value USD;Minimarkets;MAT Dec-25;41441400;0.09991766821085224
Costa Rica;TCCC;;Value USD;Traditional Stores;MAT Dec-23;9627054;-0.6037726172382549
Costa Rica;TCCC;;Value USD;Traditional Stores;MAT Dec-24;9612690;-0.6037726172382549
Costa Rica;TCCC;;Value USD;Traditional Stores;MAT Dec-25;3808811;-0.6037726172382549
Costa Rica;TCCC;;Value USD;Pharma;MAT Dec-23;1975;0.7689383654629378
Costa Rica;TCCC;;Value USD;Pharma;MAT Dec-24;11049;0.7689383654629378
Costa Rica;TCCC;;Value USD;Pharma;MAT Dec-25;19545;0.7689383654629378
Costa Rica;TCCC;;Value USD;Ecomm;MAT Dec-23;8438;-0.16594827586206895
Costa Rica;TCCC;;Value USD;Ecomm;MAT Dec-24;9744;-0.16594827586206895
Costa Rica;TCCC;;Value USD;Ecomm;MAT Dec-25;8127;-0.16594827586206895
Costa Rica;TCCC;;Value USD;Door to Door;MAT Dec-23;104145;94.39265680775115
Costa Rica;TCCC;;Value USD;Door to Door;MAT Dec-24;1961;94.39265680775115
Costa Rica;TCCC;;Value USD;Door to Door;MAT Dec-25;187065;94.39265680775115
Costa Rica;TCCC;;Value USD;Specialized Stores;MAT Dec-23;767246;0.44055977139829317
Costa Rica;TCCC;;Value USD;Specialized Stores;MAT Dec-24;528430;0.44055977139829317
Costa Rica;TCCC;;Value USD;Specialized Stores;MAT Dec-25;761235;0.44055977139829317
Costa Rica;NARTD;;Average Ticket USD;Total Market;MAT Dec-23;3.46;0.06593406593406592
Costa Rica;NARTD;;Average Ticket USD;Total Market;MAT Dec-24;3.64;0.06593406593406592
Costa Rica;NARTD;;Average Ticket USD;Total Market;MAT Dec-25;3.88;0.06593406593406592
Costa Rica;NARTD;;Average Ticket USD;Modern Trade;MAT Dec-23;5.01;0.06597938144329896
Costa Rica;NARTD;;Average Ticket USD;Modern Trade;MAT Dec-24;4.85;0.06597938144329896
Costa Rica;NARTD;;Average Ticket USD;Modern Trade;MAT Dec-25;5.17;0.06597938144329896
Costa Rica;NARTD;;Average Ticket USD;Hypermarket;MAT Dec-23;4.93;-0.024714828897338337
Costa Rica;NARTD;;Average Ticket USD;Hypermarket;MAT Dec-24;5.26;-0.024714828897338337
Costa Rica;NARTD;;Average Ticket USD;Hypermarket;MAT Dec-25;5.13;-0.024714828897338337
Costa Rica;NARTD;;Average Ticket USD;Supermarket;MAT Dec-23;4.15;0.06352941176470583
Costa Rica;NARTD;;Average Ticket USD;Supermarket;MAT Dec-24;4.25;0.06352941176470583
Costa Rica;NARTD;;Average Ticket USD;Supermarket;MAT Dec-25;4.52;0.06352941176470583
Costa Rica;NARTD;;Average Ticket USD;Convenience;MAT Dec-23;3.15;0.05804749340369386
Costa Rica;NARTD;;Average Ticket USD;Convenience;MAT Dec-24;3.79;0.05804749340369386
Costa Rica;NARTD;;Average Ticket USD;Convenience;MAT Dec-25;4.01;0.05804749340369386
Costa Rica;NARTD;;Average Ticket USD;Discounters;MAT Dec-23;5.19;0.056451612903225756
Costa Rica;NARTD;;Average Ticket USD;Discounters;MAT Dec-24;4.96;0.056451612903225756
Costa Rica;NARTD;;Average Ticket USD;Discounters;MAT Dec-25;5.24;0.056451612903225756
Costa Rica;NARTD;;Average Ticket USD;Wholesalers;MAT Dec-23;13.92;0.008888888888888724
Costa Rica;NARTD;;Average Ticket USD;Wholesalers;MAT Dec-24;13.5;0.008888888888888724
Costa Rica;NARTD;;Average Ticket USD;Wholesalers;MAT Dec-25;13.62;0.008888888888888724
Costa Rica;NARTD;;Average Ticket USD;Traditional Trade;MAT Dec-23;3.08;0.08024691358024683
Costa Rica;NARTD;;Average Ticket USD;Traditional Trade;MAT Dec-24;3.24;0.08024691358024683
Costa Rica;NARTD;;Average Ticket USD;Traditional Trade;MAT Dec-25;3.5;0.08024691358024683
Costa Rica;NARTD;;Average Ticket USD;Minimarkets;MAT Dec-23;3.22;0.06886227544910173
Costa Rica;NARTD;;Average Ticket USD;Minimarkets;MAT Dec-24;3.34;0.06886227544910173
Costa Rica;NARTD;;Average Ticket USD;Minimarkets;MAT Dec-25;3.57;0.06886227544910173
Costa Rica;NARTD;;Average Ticket USD;Traditional Stores;MAT Dec-23;2.66;0.020408163265306145
Costa Rica;NARTD;;Average Ticket USD;Traditional Stores;MAT Dec-24;2.94;0.020408163265306145
Costa Rica;NARTD;;Average Ticket USD;Traditional Stores;MAT Dec-25;3;0.020408163265306145
Costa Rica;NARTD;;Average Ticket USD;Pharma;MAT Dec-23;1.85;1.651851851851852
Costa Rica;NARTD;;Average Ticket USD;Pharma;MAT Dec-24;1.35;1.651851851851852
Costa Rica;NARTD;;Average Ticket USD;Pharma;MAT Dec-25;3.58;1.651851851851852
Costa Rica;NARTD;;Average Ticket USD;Ecomm;MAT Dec-23;4.95;0.45825932504440514
Costa Rica;NARTD;;Average Ticket USD;Ecomm;MAT Dec-24;5.63;0.45825932504440514
Costa Rica;NARTD;;Average Ticket USD;Ecomm;MAT Dec-25;8.21;0.45825932504440514
Costa Rica;NARTD;;Average Ticket USD;Door to Door;MAT Dec-23;5.13;0.66497461928934
Costa Rica;NARTD;;Average Ticket USD;Door to Door;MAT Dec-24;5.91;0.66497461928934
Costa Rica;NARTD;;Average Ticket USD;Door to Door;MAT Dec-25;9.84;0.66497461928934
Costa Rica;NARTD;;Average Ticket USD;Specialized Stores;MAT Dec-23;5.84;0.17717717717717707
Costa Rica;NARTD;;Average Ticket USD;Specialized Stores;MAT Dec-24;3.33;0.17717717717717707
Costa Rica;NARTD;;Average Ticket USD;Specialized Stores;MAT Dec-25;3.92;0.17717717717717707
Costa Rica;TCCC;;Average Ticket USD;Total Market;MAT Dec-23;3.03;0.05507246376811592
Costa Rica;TCCC;;Average Ticket USD;Total Market;MAT Dec-24;3.45;0.05507246376811592
Costa Rica;TCCC;;Average Ticket USD;Total Market;MAT Dec-25;3.64;0.05507246376811592
Costa Rica;TCCC;;Average Ticket USD;Modern Trade;MAT Dec-23;3.88;0.08200455580865618
Costa Rica;TCCC;;Average Ticket USD;Modern Trade;MAT Dec-24;4.39;0.08200455580865618
Costa Rica;TCCC;;Average Ticket USD;Modern Trade;MAT Dec-25;4.75;0.08200455580865618
Costa Rica;TCCC;;Average Ticket USD;Hypermarket;MAT Dec-23;4.52;-0.04357298474945537
Costa Rica;TCCC;;Average Ticket USD;Hypermarket;MAT Dec-24;4.59;-0.04357298474945537
Costa Rica;TCCC;;Average Ticket USD;Hypermarket;MAT Dec-25;4.39;-0.04357298474945537
Costa Rica;TCCC;;Average Ticket USD;Supermarket;MAT Dec-23;3.84;0.09429280397022333
Costa Rica;TCCC;;Average Ticket USD;Supermarket;MAT Dec-24;4.03;0.09429280397022333
Costa Rica;TCCC;;Average Ticket USD;Supermarket;MAT Dec-25;4.41;0.09429280397022333
Costa Rica;TCCC;;Average Ticket USD;Convenience;MAT Dec-23;3.32;0.5898305084745763
Costa Rica;TCCC;;Average Ticket USD;Convenience;MAT Dec-24;2.95;0.5898305084745763
Costa Rica;TCCC;;Average Ticket USD;Convenience;MAT Dec-25;4.69;0.5898305084745763
Costa Rica;TCCC;;Average Ticket USD;Discounters;MAT Dec-23;3.81;0.07399103139013463
Costa Rica;TCCC;;Average Ticket USD;Discounters;MAT Dec-24;4.46;0.07399103139013463
Costa Rica;TCCC;;Average Ticket USD;Discounters;MAT Dec-25;4.79;0.07399103139013463
Costa Rica;TCCC;;Average Ticket USD;Wholesalers;MAT Dec-23;9.16;-0.23579920739762217
Costa Rica;TCCC;;Average Ticket USD;Wholesalers;MAT Dec-24;15.14;-0.23579920739762217
Costa Rica;TCCC;;Average Ticket USD;Wholesalers;MAT Dec-25;11.57;-0.23579920739762217
Costa Rica;TCCC;;Average Ticket USD;Traditional Trade;MAT Dec-23;3.03;0.08074534161490665
Costa Rica;TCCC;;Average Ticket USD;Traditional Trade;MAT Dec-24;3.22;0.08074534161490665
Costa Rica;TCCC;;Average Ticket USD;Traditional Trade;MAT Dec-25;3.48;0.08074534161490665
Costa Rica;TCCC;;Average Ticket USD;Minimarkets;MAT Dec-23;3.08;0.09006211180124213
Costa Rica;TCCC;;Average Ticket USD;Minimarkets;MAT Dec-24;3.22;0.09006211180124213
Costa Rica;TCCC;;Average Ticket USD;Minimarkets;MAT Dec-25;3.51;0.09006211180124213
Costa Rica;TCCC;;Average Ticket USD;Traditional Stores;MAT Dec-23;2.91;0.00911854103343468
Costa Rica;TCCC;;Average Ticket USD;Traditional Stores;MAT Dec-24;3.29;0.00911854103343468
Costa Rica;TCCC;;Average Ticket USD;Traditional Stores;MAT Dec-25;3.32;0.00911854103343468
Costa Rica;TCCC;;Average Ticket USD;Pharma;MAT Dec-23;1.22;0.5298245614035089
Costa Rica;TCCC;;Average Ticket USD;Pharma;MAT Dec-24;2.85;0.5298245614035089
Costa Rica;TCCC;;Average Ticket USD;Pharma;MAT Dec-25;4.36;0.5298245614035089
Costa Rica;TCCC;;Average Ticket USD;Ecomm;MAT Dec-23;4.22;0.47495361781076073
Costa Rica;TCCC;;Average Ticket USD;Ecomm;MAT Dec-24;5.39;0.47495361781076073
Costa Rica;TCCC;;Average Ticket USD;Ecomm;MAT Dec-25;7.95;0.47495361781076073
Costa Rica;TCCC;;Average Ticket USD;Door to Door;MAT Dec-23;5.86;0.9333333333333331
Costa Rica;TCCC;;Average Ticket USD;Door to Door;MAT Dec-24;2.85;0.9333333333333331
Costa Rica;TCCC;;Average Ticket USD;Door to Door;MAT Dec-25;5.51;0.9333333333333331
Costa Rica;TCCC;;Average Ticket USD;Specialized Stores;MAT Dec-23;7.47;0.24213836477987427
