Pais;Categoria;Subcategoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Center Zone;FMCG;;Penetration;Total Market;MAT Dec-23;100;
Center Zone;FMCG;;Penetration;Total Market;MAT Dec-24;100;
Center Zone;FMCG;;Penetration;Total Market;MAT Dec-25;100;
Center Zone;FMCG;;Penetration;Modern Trade;MAT Dec-23;96.9;-0.20000000000000284
Center Zone;FMCG;;Penetration;Modern Trade;MAT Dec-24;98.3;-0.20000000000000284
Center Zone;FMCG;;Penetration;Modern Trade;MAT Dec-25;98.1;-0.20000000000000284
Center Zone;FMCG;;Penetration;Hypermarket;MAT Dec-23;70.2;4.099999999999994
Center Zone;FMCG;;Penetration;Hypermarket;MAT Dec-24;76.2;4.099999999999994
Center Zone;FMCG;;Penetration;Hypermarket;MAT Dec-25;80.3;4.099999999999994
Center Zone;FMCG;;Penetration;Supermarket;MAT Dec-23;74.6;2
Center Zone;FMCG;;Penetration;Supermarket;MAT Dec-24;80.6;2
Center Zone;FMCG;;Penetration;Supermarket;MAT Dec-25;82.6;2
Center Zone;FMCG;;Penetration;Convenience;MAT Dec-23;15.8;9.400000000000002
Center Zone;FMCG;;Penetration;Convenience;MAT Dec-24;23.7;9.400000000000002
Center Zone;FMCG;;Penetration;Convenience;MAT Dec-25;33.1;9.400000000000002
Center Zone;FMCG;;Penetration;Discounters;MAT Dec-23;83.7;3.3999999999999915
Center Zone;FMCG;;Penetration;Discounters;MAT Dec-24;91.4;3.3999999999999915
Center Zone;FMCG;;Penetration;Discounters;MAT Dec-25;94.8;3.3999999999999915
Center Zone;FMCG;;Penetration;Wholesalers;MAT Dec-23;49.2;5.399999999999999
Center Zone;FMCG;;Penetration;Wholesalers;MAT Dec-24;54.9;5.399999999999999
Center Zone;FMCG;;Penetration;Wholesalers;MAT Dec-25;60.3;5.399999999999999
Center Zone;FMCG;;Penetration;Traditional Trade;MAT Dec-23;99.6;0
Center Zone;FMCG;;Penetration;Traditional Trade;MAT Dec-24;99.8;0
Center Zone;FMCG;;Penetration;Traditional Trade;MAT Dec-25;99.8;0
Center Zone;FMCG;;Penetration;Minimarkets;MAT Dec-23;74.2;2.8000000000000114
Center Zone;FMCG;;Penetration;Minimarkets;MAT Dec-24;81.1;2.8000000000000114
Center Zone;FMCG;;Penetration;Minimarkets;MAT Dec-25;83.9;2.8000000000000114
Center Zone;FMCG;;Penetration;Traditional Stores;MAT Dec-23;95.8;-0.29999999999999716
Center Zone;FMCG;;Penetration;Traditional Stores;MAT Dec-24;96.7;-0.29999999999999716
Center Zone;FMCG;;Penetration;Traditional Stores;MAT Dec-25;96.4;-0.29999999999999716
Center Zone;FMCG;;Penetration;Pharma;MAT Dec-23;69;3.200000000000003
Center Zone;FMCG;;Penetration;Pharma;MAT Dec-24;73.2;3.200000000000003
Center Zone;FMCG;;Penetration;Pharma;MAT Dec-25;76.4;3.200000000000003
Center Zone;FMCG;;Penetration;Ecomm;MAT Dec-23;27.9;16
Center Zone;FMCG;;Penetration;Ecomm;MAT Dec-24;37.5;16
Center Zone;FMCG;;Penetration;Ecomm;MAT Dec-25;53.5;16
Center Zone;FMCG;;Penetration;Door to Door;MAT Dec-23;78.3;1.6000000000000085
Center Zone;FMCG;;Penetration;Door to Door;MAT Dec-24;80.8;1.6000000000000085
Center Zone;FMCG;;Penetration;Door to Door;MAT Dec-25;82.4;1.6000000000000085
Center Zone;FMCG;;Penetration;Specialized Stores;MAT Dec-23;71.7;0.5
Center Zone;FMCG;;Penetration;Specialized Stores;MAT Dec-24;75.4;0.5
Center Zone;FMCG;;Penetration;Specialized Stores;MAT Dec-25;75.9;0.5
Center Zone;NARTD;;Penetration;Total Market;MAT Dec-23;99.5;0.10000000000000853
Center Zone;NARTD;;Penetration;Total Market;MAT Dec-24;99.8;0.10000000000000853
Center Zone;NARTD;;Penetration;Total Market;MAT Dec-25;99.9;0.10000000000000853
Center Zone;NARTD;;Penetration;Modern Trade;MAT Dec-23;85.2;2.3000000000000114
Center Zone;NARTD;;Penetration;Modern Trade;MAT Dec-24;88.1;2.3000000000000114
Center Zone;NARTD;;Penetration;Modern Trade;MAT Dec-25;90.4;2.3000000000000114
Center Zone;NARTD;;Penetration;Hypermarket;MAT Dec-23;38;4.5
Center Zone;NARTD;;Penetration;Hypermarket;MAT Dec-24;42.4;4.5
Center Zone;NARTD;;Penetration;Hypermarket;MAT Dec-25;46.9;4.5
Center Zone;NARTD;;Penetration;Supermarket;MAT Dec-23;43.6;4
Center Zone;NARTD;;Penetration;Supermarket;MAT Dec-24;48;4
Center Zone;NARTD;;Penetration;Supermarket;MAT Dec-25;52;4
Center Zone;NARTD;;Penetration;Convenience;MAT Dec-23;8.5;4.600000000000001
Center Zone;NARTD;;Penetration;Convenience;MAT Dec-24;12.5;4.600000000000001
Center Zone;NARTD;;Penetration;Convenience;MAT Dec-25;17.1;4.600000000000001
Center Zone;NARTD;;Penetration;Discounters;MAT Dec-23;64.2;6.700000000000003
Center Zone;NARTD;;Penetration;Discounters;MAT Dec-24;73.1;6.700000000000003
Center Zone;NARTD;;Penetration;Discounters;MAT Dec-25;79.8;6.700000000000003
Center Zone;NARTD;;Penetration;Wholesalers;MAT Dec-23;16.9;2.5
Center Zone;NARTD;;Penetration;Wholesalers;MAT Dec-24;18.3;2.5
Center Zone;NARTD;;Penetration;Wholesalers;MAT Dec-25;20.8;2.5
Center Zone;NARTD;;Penetration;Traditional Trade;MAT Dec-23;96.2;0.7999999999999972
Center Zone;NARTD;;Penetration;Traditional Trade;MAT Dec-24;96.8;0.7999999999999972
Center Zone;NARTD;;Penetration;Traditional Trade;MAT Dec-25;97.6;0.7999999999999972
Center Zone;NARTD;;Penetration;Minimarkets;MAT Dec-23;47.7;5.199999999999996
Center Zone;NARTD;;Penetration;Minimarkets;MAT Dec-24;52.6;5.199999999999996
Center Zone;NARTD;;Penetration;Minimarkets;MAT Dec-25;57.8;5.199999999999996
Center Zone;NARTD;;Penetration;Traditional Stores;MAT Dec-23;88.7;1
Center Zone;NARTD;;Penetration;Traditional Stores;MAT Dec-24;89.2;1
Center Zone;NARTD;;Penetration;Traditional Stores;MAT Dec-25;90.2;1
Center Zone;NARTD;;Penetration;Pharma;MAT Dec-23;7.4;4.299999999999999
Center Zone;NARTD;;Penetration;Pharma;MAT Dec-24;9.9;4.299999999999999
Center Zone;NARTD;;Penetration;Pharma;MAT Dec-25;14.2;4.299999999999999
Center Zone;NARTD;;Penetration;Ecomm;MAT Dec-23;6.9;4.9
Center Zone;NARTD;;Penetration;Ecomm;MAT Dec-24;8.5;4.9
Center Zone;NARTD;;Penetration;Ecomm;MAT Dec-25;13.4;4.9
Center Zone;NARTD;;Penetration;Door to Door;MAT Dec-23;24.5;0.5
Center Zone;NARTD;;Penetration;Door to Door;MAT Dec-24;25.1;0.5
Center Zone;NARTD;;Penetration;Door to Door;MAT Dec-25;25.6;0.5
Center Zone;NARTD;;Penetration;Specialized Stores;MAT Dec-23;9.1;1.5
Center Zone;NARTD;;Penetration;Specialized Stores;MAT Dec-24;11.8;1.5
Center Zone;NARTD;;Penetration;Specialized Stores;MAT Dec-25;13.3;1.5
Center Zone;TCCC;;Penetration;Total Market;MAT Dec-23;96.9;0.6999999999999886
Center Zone;TCCC;;Penetration;Total Market;MAT Dec-24;97.9;0.6999999999999886
Center Zone;TCCC;;Penetration;Total Market;MAT Dec-25;98.6;0.6999999999999886
Center Zone;TCCC;;Penetration;Modern Trade;MAT Dec-23;64.2;4.5
Center Zone;TCCC;;Penetration;Modern Trade;MAT Dec-24;72.5;4.5
Center Zone;TCCC;;Penetration;Modern Trade;MAT Dec-25;77;4.5
Center Zone;TCCC;;Penetration;Hypermarket;MAT Dec-23;23.9;5.5
Center Zone;TCCC;;Penetration;Hypermarket;MAT Dec-24;25.9;5.5
Center Zone;TCCC;;Penetration;Hypermarket;MAT Dec-25;31.4;5.5
Center Zone;TCCC;;Penetration;Supermarket;MAT Dec-23;26.9;3.299999999999997
Center Zone;TCCC;;Penetration;Supermarket;MAT Dec-24;30.5;3.299999999999997
Center Zone;TCCC;;Penetration;Supermarket;MAT Dec-25;33.8;3.299999999999997
Center Zone;TCCC;;Penetration;Convenience;MAT Dec-23;5.6;1.6000000000000005
Center Zone;TCCC;;Penetration;Convenience;MAT Dec-24;7.8;1.6000000000000005
Center Zone;TCCC;;Penetration;Convenience;MAT Dec-25;9.4;1.6000000000000005
Center Zone;TCCC;;Penetration;Discounters;MAT Dec-23;39.5;6.899999999999999
Center Zone;TCCC;;Penetration;Discounters;MAT Dec-24;48.5;6.899999999999999
Center Zone;TCCC;;Penetration;Discounters;MAT Dec-25;55.4;6.899999999999999
Center Zone;TCCC;;Penetration;Wholesalers;MAT Dec-23;7.4;1
Center Zone;TCCC;;Penetration;Wholesalers;MAT Dec-24;8.9;1
Center Zone;TCCC;;Penetration;Wholesalers;MAT Dec-25;9.9;1
Center Zone;TCCC;;Penetration;Traditional Trade;MAT Dec-23;90.1;1.9000000000000057
Center Zone;TCCC;;Penetration;Traditional Trade;MAT Dec-24;90.6;1.9000000000000057
Center Zone;TCCC;;Penetration;Traditional Trade;MAT Dec-25;92.5;1.9000000000000057
Center Zone;TCCC;;Penetration;Minimarkets;MAT Dec-23;32.7;3.299999999999997
Center Zone;TCCC;;Penetration;Minimarkets;MAT Dec-24;37.1;3.299999999999997
Center Zone;TCCC;;Penetration;Minimarkets;MAT Dec-25;40.4;3.299999999999997
Center Zone;TCCC;;Penetration;Traditional Stores;MAT Dec-23;80.8;2.799999999999997
Center Zone;TCCC;;Penetration;Traditional Stores;MAT Dec-24;80.4;2.799999999999997
Center Zone;TCCC;;Penetration;Traditional Stores;MAT Dec-25;83.2;2.799999999999997
Center Zone;TCCC;;Penetration;Pharma;MAT Dec-23;2.9;1.2999999999999998
Center Zone;TCCC;;Penetration;Pharma;MAT Dec-24;3.7;1.2999999999999998
Center Zone;TCCC;;Penetration;Pharma;MAT Dec-25;5;1.2999999999999998
Center Zone;TCCC;;Penetration;Ecomm;MAT Dec-23;3.2;0.5999999999999996
Center Zone;TCCC;;Penetration;Ecomm;MAT Dec-24;3.5;0.5999999999999996
Center Zone;TCCC;;Penetration;Ecomm;MAT Dec-25;4.1;0.5999999999999996
Center Zone;TCCC;;Penetration;Door to Door;MAT Dec-23;1.9;0.09999999999999987
Center Zone;TCCC;;Penetration;Door to Door;MAT Dec-24;1.8;0.09999999999999987
Center Zone;TCCC;;Penetration;Door to Door;MAT Dec-25;1.9;0.09999999999999987
Center Zone;TCCC;;Penetration;Specialized Stores;MAT Dec-23;4.2;1.7000000000000002
Center Zone;TCCC;;Penetration;Specialized Stores;MAT Dec-24;4.6;1.7000000000000002
Center Zone;TCCC;;Penetration;Specialized Stores;MAT Dec-25;6.3;1.7000000000000002
Center Zone;FMCG;;Frequency;Total Market;MAT Dec-23;297.6;0.007834757834757733
Center Zone;FMCG;;Frequency;Total Market;MAT Dec-24;280.8;0.007834757834757733
Center Zone;FMCG;;Frequency;Total Market;MAT Dec-25;283;0.007834757834757733
Center Zone;FMCG;;Frequency;Modern Trade;MAT Dec-23;72.9;0.12836970474967901
Center Zone;FMCG;;Frequency;Modern Trade;MAT Dec-24;77.9;0.12836970474967901
Center Zone;FMCG;;Frequency;Modern Trade;MAT Dec-25;87.9;0.12836970474967901
Center Zone;FMCG;;Frequency;Hypermarket;MAT Dec-23;18.3;0
Center Zone;FMCG;;Frequency;Hypermarket;MAT Dec-24;16.4;0
Center Zone;FMCG;;Frequency;Hypermarket;MAT Dec-25;16.4;0
Center Zone;FMCG;;Frequency;Supermarket;MAT Dec-23;21.7;0.07407407407407396
Center Zone;FMCG;;Frequency;Supermarket;MAT Dec-24;21.6;0.07407407407407396
Center Zone;FMCG;;Frequency;Supermarket;MAT Dec-25;23.2;0.07407407407407396
Center Zone;FMCG;;Frequency;Convenience;MAT Dec-23;7.2;-0.10606060606060597
Center Zone;FMCG;;Frequency;Convenience;MAT Dec-24;6.6;-0.10606060606060597
Center Zone;FMCG;;Frequency;Convenience;MAT Dec-25;5.9;-0.10606060606060597
Center Zone;FMCG;;Frequency;Discounters;MAT Dec-23;42.5;0.11791383219954632
Center Zone;FMCG;;Frequency;Discounters;MAT Dec-24;44.1;0.11791383219954632
Center Zone;FMCG;;Frequency;Discounters;MAT Dec-25;49.3;0.11791383219954632
Center Zone;FMCG;;Frequency;Wholesalers;MAT Dec-23;9.9;-0.0344827586206895
Center Zone;FMCG;;Frequency;Wholesalers;MAT Dec-24;8.7;-0.0344827586206895
Center Zone;FMCG;;Frequency;Wholesalers;MAT Dec-25;8.4;-0.0344827586206895
Center Zone;FMCG;;Frequency;Traditional Trade;MAT Dec-23;171.4;-0.08344459279038718
Center Zone;FMCG;;Frequency;Traditional Trade;MAT Dec-24;149.8;-0.08344459279038718
Center Zone;FMCG;;Frequency;Traditional Trade;MAT Dec-25;137.3;-0.08344459279038718
Center Zone;FMCG;;Frequency;Minimarkets;MAT Dec-23;30;-0.07058823529411773
Center Zone;FMCG;;Frequency;Minimarkets;MAT Dec-24;25.5;-0.07058823529411773
Center Zone;FMCG;;Frequency;Minimarkets;MAT Dec-25;23.7;-0.07058823529411773
Center Zone;FMCG;;Frequency;Traditional Stores;MAT Dec-23;110.6;-0.048231511254019255
Center Zone;FMCG;;Frequency;Traditional Stores;MAT Dec-24;93.3;-0.048231511254019255
Center Zone;FMCG;;Frequency;Traditional Stores;MAT Dec-25;88.8;-0.048231511254019255
Center Zone;FMCG;;Frequency;Pharma;MAT Dec-23;6.9;-0.06349206349206338
Center Zone;FMCG;;Frequency;Pharma;MAT Dec-24;6.3;-0.06349206349206338
Center Zone;FMCG;;Frequency;Pharma;MAT Dec-25;5.9;-0.06349206349206338
Center Zone;FMCG;;Frequency;Ecomm;MAT Dec-23;4.5;0.2051282051282053
Center Zone;FMCG;;Frequency;Ecomm;MAT Dec-24;3.9;0.2051282051282053
Center Zone;FMCG;;Frequency;Ecomm;MAT Dec-25;4.7;0.2051282051282053
Center Zone;FMCG;;Frequency;Door to Door;MAT Dec-23;15.2;-0.11627906976744184
Center Zone;FMCG;;Frequency;Door to Door;MAT Dec-24;12.9;-0.11627906976744184
Center Zone;FMCG;;Frequency;Door to Door;MAT Dec-25;11.4;-0.11627906976744184
Center Zone;FMCG;;Frequency;Specialized Stores;MAT Dec-23;12;-0.12389380530973448
Center Zone;FMCG;;Frequency;Specialized Stores;MAT Dec-24;11.3;-0.12389380530973448
Center Zone;FMCG;;Frequency;Specialized Stores;MAT Dec-25;9.9;-0.12389380530973448
Center Zone;NARTD;;Frequency;Total Market;MAT Dec-23;67.2;0.07109004739336489
Center Zone;NARTD;;Frequency;Total Market;MAT Dec-24;63.3;0.07109004739336489
Center Zone;NARTD;;Frequency;Total Market;MAT Dec-25;67.8;0.07109004739336489
Center Zone;NARTD;;Frequency;Modern Trade;MAT Dec-23;15.4;0.09615384615384626
Center Zone;NARTD;;Frequency;Modern Trade;MAT Dec-24;15.6;0.09615384615384626
Center Zone;NARTD;;Frequency;Modern Trade;MAT Dec-25;17.1;0.09615384615384626
Center Zone;NARTD;;Frequency;Hypermarket;MAT Dec-23;6.1;-0.07843137254901955
Center Zone;NARTD;;Frequency;Hypermarket;MAT Dec-24;5.1;-0.07843137254901955
Center Zone;NARTD;;Frequency;Hypermarket;MAT Dec-25;4.7;-0.07843137254901955
Center Zone;NARTD;;Frequency;Supermarket;MAT Dec-23;7.3;-0.02985074626865669
Center Zone;NARTD;;Frequency;Supermarket;MAT Dec-24;6.7;-0.02985074626865669
Center Zone;NARTD;;Frequency;Supermarket;MAT Dec-25;6.5;-0.02985074626865669
Center Zone;NARTD;;Frequency;Convenience;MAT Dec-23;6;-0.17307692307692313
Center Zone;NARTD;;Frequency;Convenience;MAT Dec-24;5.2;-0.17307692307692313
Center Zone;NARTD;;Frequency;Convenience;MAT Dec-25;4.3;-0.17307692307692313
Center Zone;NARTD;;Frequency;Discounters;MAT Dec-23;9.3;0.04081632653061207
Center Zone;NARTD;;Frequency;Discounters;MAT Dec-24;9.8;0.04081632653061207
Center Zone;NARTD;;Frequency;Discounters;MAT Dec-25;10.2;0.04081632653061207
Center Zone;NARTD;;Frequency;Wholesalers;MAT Dec-23;5;0.08108108108108092
Center Zone;NARTD;;Frequency;Wholesalers;MAT Dec-24;3.7;0.08108108108108092
Center Zone;NARTD;;Frequency;Wholesalers;MAT Dec-25;4;0.08108108108108092
Center Zone;NARTD;;Frequency;Traditional Trade;MAT Dec-23;44.8;-0.029569892473118364
Center Zone;NARTD;;Frequency;Traditional Trade;MAT Dec-24;37.2;-0.029569892473118364
Center Zone;NARTD;;Frequency;Traditional Trade;MAT Dec-25;36.1;-0.029569892473118364
Center Zone;NARTD;;Frequency;Minimarkets;MAT Dec-23;8.7;-0.09876543209876543
Center Zone;NARTD;;Frequency;Minimarkets;MAT Dec-24;8.1;-0.09876543209876543
Center Zone;NARTD;;Frequency;Minimarkets;MAT Dec-25;7.3;-0.09876543209876543
Center Zone;NARTD;;Frequency;Traditional Stores;MAT Dec-23;42.2;-0.03264094955489616
Center Zone;NARTD;;Frequency;Traditional Stores;MAT Dec-24;33.7;-0.03264094955489616
Center Zone;NARTD;;Frequency;Traditional Stores;MAT Dec-25;32.6;-0.03264094955489616
Center Zone;NARTD;;Frequency;Pharma;MAT Dec-23;2;-0.05263157894736836
Center Zone;NARTD;;Frequency;Pharma;MAT Dec-24;1.9;-0.05263157894736836
Center Zone;NARTD;;Frequency;Pharma;MAT Dec-25;1.8;-0.05263157894736836
Center Zone;NARTD;;Frequency;Ecomm;MAT Dec-23;3.2;0.13793103448275867
Center Zone;NARTD;;Frequency;Ecomm;MAT Dec-24;2.9;0.13793103448275867
Center Zone;NARTD;;Frequency;Ecomm;MAT Dec-25;3.3;0.13793103448275867
Center Zone;NARTD;;Frequency;Door to Door;MAT Dec-23;25.8;-0.14622641509433953
Center Zone;NARTD;;Frequency;Door to Door;MAT Dec-24;21.2;-0.14622641509433953
Center Zone;NARTD;;Frequency;Door to Door;MAT Dec-25;18.1;-0.14622641509433953
Center Zone;NARTD;;Frequency;Specialized Stores;MAT Dec-23;2.1;-0.09523809523809534
Center Zone;NARTD;;Frequency;Specialized Stores;MAT Dec-24;2.1;-0.09523809523809534
Center Zone;NARTD;;Frequency;Specialized Stores;MAT Dec-25;1.9;-0.09523809523809534
Center Zone;TCCC;;Frequency;Total Market;MAT Dec-23;28.2;-0.03658536585365857
Center Zone;TCCC;;Frequency;Total Market;MAT Dec-24;24.6;-0.03658536585365857
Center Zone;TCCC;;Frequency;Total Market;MAT Dec-25;23.7;-0.03658536585365857
Center Zone;TCCC;;Frequency;Modern Trade;MAT Dec-23;6.7;0.04761904761904767
Center Zone;TCCC;;Frequency;Modern Trade;MAT Dec-24;6.3;0.04761904761904767
Center Zone;TCCC;;Frequency;Modern Trade;MAT Dec-25;6.6;0.04761904761904767
Center Zone;TCCC;;Frequency;Hypermarket;MAT Dec-23;3.8;-0.09090909090909083
Center Zone;TCCC;;Frequency;Hypermarket;MAT Dec-24;3.3;-0.09090909090909083
Center Zone;TCCC;;Frequency;Hypermarket;MAT Dec-25;3;-0.09090909090909083
Center Zone;TCCC;;Frequency;Supermarket;MAT Dec-23;4.6;-0.050000000000000044
Center Zone;TCCC;;Frequency;Supermarket;MAT Dec-24;4;-0.050000000000000044
Center Zone;TCCC;;Frequency;Supermarket;MAT Dec-25;3.8;-0.050000000000000044
Center Zone;TCCC;;Frequency;Convenience;MAT Dec-23;4;-0.17142857142857149
Center Zone;TCCC;;Frequency;Convenience;MAT Dec-24;3.5;-0.17142857142857149
Center Zone;TCCC;;Frequency;Convenience;MAT Dec-25;2.9;-0.17142857142857149
Center Zone;TCCC;;Frequency;Discounters;MAT Dec-23;4.1;0.02499999999999991
Center Zone;TCCC;;Frequency;Discounters;MAT Dec-24;4;0.02499999999999991
Center Zone;TCCC;;Frequency;Discounters;MAT Dec-25;4.1;0.02499999999999991
Center Zone;TCCC;;Frequency;Wholesalers;MAT Dec-23;3.7;-0.06060606060606055
Center Zone;TCCC;;Frequency;Wholesalers;MAT Dec-24;3.3;-0.06060606060606055
Center Zone;TCCC;;Frequency;Wholesalers;MAT Dec-25;3.1;-0.06060606060606055
Center Zone;TCCC;;Frequency;Traditional Trade;MAT Dec-23;23.6;-0.08762886597938147
Center Zone;TCCC;;Frequency;Traditional Trade;MAT Dec-24;19.4;-0.08762886597938147
Center Zone;TCCC;;Frequency;Traditional Trade;MAT Dec-25;17.7;-0.08762886597938147
Center Zone;TCCC;;Frequency;Minimarkets;MAT Dec-23;5.6;-0.09433962264150941
Center Zone;TCCC;;Frequency;Minimarkets;MAT Dec-24;5.3;-0.09433962264150941
Center Zone;TCCC;;Frequency;Minimarkets;MAT Dec-25;4.8;-0.09433962264150941
Center Zone;TCCC;;Frequency;Traditional Stores;MAT Dec-23;23.3;-0.11290322580645173
Center Zone;TCCC;;Frequency;Traditional Stores;MAT Dec-24;18.6;-0.11290322580645173
Center Zone;TCCC;;Frequency;Traditional Stores;MAT Dec-25;16.5;-0.11290322580645173
Center Zone;TCCC;;Frequency;Pharma;MAT Dec-23;1.9;-0.11111111111111105
Center Zone;TCCC;;Frequency;Pharma;MAT Dec-24;1.8;-0.11111111111111105
Center Zone;TCCC;;Frequency;Pharma;MAT Dec-25;1.6;-0.11111111111111105
Center Zone;TCCC;;Frequency;Ecomm;MAT Dec-23;2.7;0.04761904761904767
Center Zone;TCCC;;Frequency;Ecomm;MAT Dec-24;2.1;0.04761904761904767
Center Zone;TCCC;;Frequency;Ecomm;MAT Dec-25;2.2;0.04761904761904767
Center Zone;TCCC;;Frequency;Door to Door;MAT Dec-23;2.1;0.23809523809523814
Center Zone;TCCC;;Frequency;Door to Door;MAT Dec-24;2.1;0.23809523809523814
Center Zone;TCCC;;Frequency;Door to Door;MAT Dec-25;2.6;0.23809523809523814
Center Zone;TCCC;;Frequency;Specialized Stores;MAT Dec-23;1.6;0
Center Zone;TCCC;;Frequency;Specialized Stores;MAT Dec-24;1.6;0
Center Zone;TCCC;;Frequency;Specialized Stores;MAT Dec-25;1.6;0
Center Zone;NARTD;;Volume per Trip;Total Market;MAT Dec-23;6.12;-0.09370199692780334
Center Zone;NARTD;;Volume per Trip;Total Market;MAT Dec-24;6.51;-0.09370199692780334
Center Zone;NARTD;;Volume per Trip;Total Market;MAT Dec-25;5.9;-0.09370199692780334
Center Zone;NARTD;;Volume per Trip;Modern Trade;MAT Dec-23;3.07;-0.07624633431085048
Center Zone;NARTD;;Volume per Trip;Modern Trade;MAT Dec-24;3.41;-0.07624633431085048
Center Zone;NARTD;;Volume per Trip;Modern Trade;MAT Dec-25;3.15;-0.07624633431085048
Center Zone;NARTD;;Volume per Trip;Hypermarket;MAT Dec-23;3.27;-0.017751479289940808
Center Zone;NARTD;;Volume per Trip;Hypermarket;MAT Dec-24;3.38;-0.017751479289940808
Center Zone;NARTD;;Volume per Trip;Hypermarket;MAT Dec-25;3.32;-0.017751479289940808
Center Zone;NARTD;;Volume per Trip;Supermarket;MAT Dec-23;3.14;-0.017964071856287456
Center Zone;NARTD;;Volume per Trip;Supermarket;MAT Dec-24;3.34;-0.017964071856287456
Center Zone;NARTD;;Volume per Trip;Supermarket;MAT Dec-25;3.28;-0.017964071856287456
Center Zone;NARTD;;Volume per Trip;Convenience;MAT Dec-23;2.61;-0.1512820512820513
Center Zone;NARTD;;Volume per Trip;Convenience;MAT Dec-24;3.9;-0.1512820512820513
Center Zone;NARTD;;Volume per Trip;Convenience;MAT Dec-25;3.31;-0.1512820512820513
Center Zone;NARTD;;Volume per Trip;Discounters;MAT Dec-23;2.52;-0.007299270072992692
Center Zone;NARTD;;Volume per Trip;Discounters;MAT Dec-24;2.74;-0.007299270072992692
Center Zone;NARTD;;Volume per Trip;Discounters;MAT Dec-25;2.72;-0.007299270072992692
Center Zone;NARTD;;Volume per Trip;Wholesalers;MAT Dec-23;7.68;-0.2997946611909651
Center Zone;NARTD;;Volume per Trip;Wholesalers;MAT Dec-24;9.74;-0.2997946611909651
Center Zone;NARTD;;Volume per Trip;Wholesalers;MAT Dec-25;6.82;-0.2997946611909651
Center Zone;NARTD;;Volume per Trip;Traditional Trade;MAT Dec-23;2.73;0.009345794392523477
Center Zone;NARTD;;Volume per Trip;Traditional Trade;MAT Dec-24;3.21;0.009345794392523477
Center Zone;NARTD;;Volume per Trip;Traditional Trade;MAT Dec-25;3.24;0.009345794392523477
Center Zone;NARTD;;Volume per Trip;Minimarkets;MAT Dec-23;2.99;-0.04297994269340988
Center Zone;NARTD;;Volume per Trip;Minimarkets;MAT Dec-24;3.49;-0.04297994269340988
Center Zone;NARTD;;Volume per Trip;Minimarkets;MAT Dec-25;3.34;-0.04297994269340988
Center Zone;NARTD;;Volume per Trip;Traditional Stores;MAT Dec-23;2.67;0.006389776357827559
Center Zone;NARTD;;Volume per Trip;Traditional Stores;MAT Dec-24;3.13;0.006389776357827559
Center Zone;NARTD;;Volume per Trip;Traditional Stores;MAT Dec-25;3.15;0.006389776357827559
Center Zone;NARTD;;Volume per Trip;Pharma;MAT Dec-23;1.74;-0.12562814070351758
Center Zone;NARTD;;Volume per Trip;Pharma;MAT Dec-24;1.99;-0.12562814070351758
Center Zone;NARTD;;Volume per Trip;Pharma;MAT Dec-25;1.74;-0.12562814070351758
Center Zone;NARTD;;Volume per Trip;Ecomm;MAT Dec-23;8.32;0.1232986389111288
Center Zone;NARTD;;Volume per Trip;Ecomm;MAT Dec-24;12.49;0.1232986389111288
Center Zone;NARTD;;Volume per Trip;Ecomm;MAT Dec-25;14.03;0.1232986389111288
Center Zone;NARTD;;Volume per Trip;Door to Door;MAT Dec-23;35.95;0.051837430031637766
Center Zone;NARTD;;Volume per Trip;Door to Door;MAT Dec-24;41.09;0.051837430031637766
Center Zone;NARTD;;Volume per Trip;Door to Door;MAT Dec-25;43.22;0.051837430031637766
Center Zone;NARTD;;Volume per Trip;Specialized Stores;MAT Dec-23;7.84;-0.1601123595505618
Center Zone;NARTD;;Volume per Trip;Specialized Stores;MAT Dec-24;7.12;-0.1601123595505618
Center Zone;NARTD;;Volume per Trip;Specialized Stores;MAT Dec-25;5.98;-0.1601123595505618
Center Zone;TCCC;;Volume per Trip;Total Market;MAT Dec-23;2.13;0
Center Zone;TCCC;;Volume per Trip;Total Market;MAT Dec-24;2.34;0
Center Zone;TCCC;;Volume per Trip;Total Market;MAT Dec-25;2.34;0
Center Zone;TCCC;;Volume per Trip;Modern Trade;MAT Dec-23;2.79;-0.05944055944055937
Center Zone;TCCC;;Volume per Trip;Modern Trade;MAT Dec-24;2.86;-0.05944055944055937
Center Zone;TCCC;;Volume per Trip;Modern Trade;MAT Dec-25;2.69;-0.05944055944055937
Center Zone;TCCC;;Volume per Trip;Hypermarket;MAT Dec-23;2.98;-0.10256410256410264
Center Zone;TCCC;;Volume per Trip;Hypermarket;MAT Dec-24;3.12;-0.10256410256410264
Center Zone;TCCC;;Volume per Trip;Hypermarket;MAT Dec-25;2.8;-0.10256410256410264
Center Zone;TCCC;;Volume per Trip;Supermarket;MAT Dec-23;2.73;0.018115942028985588
Center Zone;TCCC;;Volume per Trip;Supermarket;MAT Dec-24;2.76;0.018115942028985588
Center Zone;TCCC;;Volume per Trip;Supermarket;MAT Dec-25;2.81;0.018115942028985588
Center Zone;TCCC;;Volume per Trip;Convenience;MAT Dec-23;2.07;-0.10526315789473695
Center Zone;TCCC;;Volume per Trip;Convenience;MAT Dec-24;2.66;-0.10526315789473695
Center Zone;TCCC;;Volume per Trip;Convenience;MAT Dec-25;2.38;-0.10526315789473695
