Pais;Categoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Honduras;NARTD;Transactions Share %;Wholesalers;MAT Q4.24;0.4;
Republica Dominicana;NARTD;Transactions Share %;Wholesalers;MAT Q4.24;0.93;
Peru;NARTD;Transactions Share %;Wholesalers;MAT Q4.24;1.60524094684681;
Ecuador;NARTD;Transactions Share %;Wholesalers;MAT Q4.24;2.2;
Colombia;NARTD;Transactions Share %;Wholesalers;MAT Q4.24;1.1;
Center Zone;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;52;
Guatemala;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;46.1;
Costa Rica;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;47;
Honduras;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;61.8;
Republica Dominicana;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;43.17;
Peru;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;81.1032871030302;
Ecuador;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;45.1;
Colombia;NARTD;Transactions Share %;Traditional Trade;MAT Q4.25;43.99999999999999;
Center Zone;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;56;
Guatemala;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;54.1;
Costa Rica;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;50.8;
Honduras;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;65.6;
Republica Dominicana;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;55.84;
Peru;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;82.2981511301992;
Ecuador;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;45.4;
Colombia;NARTD;Transactions Share %;Traditional Trade;MAT Q4.24;45.3;
Center Zone;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;6.67764673816108;
Guatemala;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;1.9;
Costa Rica;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;41.7;
Honduras;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;7.4;
Republica Dominicana;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;5;
Peru;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;2.2256775992055;
Ecuador;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;41.5;
Colombia;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;12.7;
Center Zone;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;6.89594268347759;
Guatemala;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;1.7;
Costa Rica;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;39.6;
Honduras;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;8.5;
Republica Dominicana;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;5.06;
Peru;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;2.5610590417692;
Ecuador;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;1.5;
Colombia;NARTD;Transactions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;14;
Center Zone;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;45.34714701731;
Guatemala;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;44.2;
Costa Rica;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;4.5;
Honduras;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;54.4;
Republica Dominicana;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;38;
Peru;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;71.4262262654194;
Ecuador;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;41.1;
Colombia;NARTD;Transactions Share %;Traditional Store;MAT Q4.25;30.4;
Center Zone;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;48.7787081023747;
Guatemala;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;52.4;
Costa Rica;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;9.9;
Honduras;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;57.1;
Republica Dominicana;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;50.5;
Peru;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;73.4137768307281;
Ecuador;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;43.5;
Colombia;NARTD;Transactions Share %;Traditional Store;MAT Q4.24;29.9;
Center Zone;NARTD;Transactions Share %;Bakery;MAT Q4.25;0.372423208107368;
Guatemala;NARTD;Transactions Share %;Bakery;MAT Q4.25;0;
Costa Rica;NARTD;Transactions Share %;Bakery;MAT Q4.25;0.8;
Honduras;NARTD;Transactions Share %;Bakery;MAT Q4.25;0;
Republica Dominicana;NARTD;Transactions Share %;Bakery;MAT Q4.25;0.17;
Peru;NARTD;Transactions Share %;Bakery;MAT Q4.25;0.145258385997541;
Ecuador;NARTD;Transactions Share %;Bakery;MAT Q4.25;0.4;
Colombia;NARTD;Transactions Share %;Bakery;MAT Q4.25;0.9;
Center Zone;NARTD;Transactions Share %;Bakery;MAT Q4.24;0.531121272591586;
Guatemala;NARTD;Transactions Share %;Bakery;MAT Q4.24;0;
Costa Rica;NARTD;Transactions Share %;Bakery;MAT Q4.24;1.3;
Honduras;NARTD;Transactions Share %;Bakery;MAT Q4.24;0;
Republica Dominicana;NARTD;Transactions Share %;Bakery;MAT Q4.24;0.28;
Peru;NARTD;Transactions Share %;Bakery;MAT Q4.24;0.126091947509289;
Ecuador;NARTD;Transactions Share %;Bakery;MAT Q4.24;0.4;
Colombia;NARTD;Transactions Share %;Bakery;MAT Q4.24;1.4;
Center Zone;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0.0784866372705129;
Guatemala;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0;
Costa Rica;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0;
Honduras;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0;
Republica Dominicana;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0.02;
Peru;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0.0144105177508458;
Ecuador;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0;
Colombia;NARTD;Transactions Share %;E-commerce;MAT Q4.25;0;
Center Zone;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0.0849206058327423;
Guatemala;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0;
Costa Rica;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0;
Honduras;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0;
Republica Dominicana;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0.02;
Peru;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0.0189415499975176;
Ecuador;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0;
Colombia;NARTD;Transactions Share %;E-commerce;MAT Q4.24;0;
Center Zone;NARTD;Transactions Share %;Door To Door;MAT Q4.25;7.26557064271875;
Guatemala;NARTD;Transactions Share %;Door To Door;MAT Q4.25;20;
Costa Rica;NARTD;Transactions Share %;Door To Door;MAT Q4.25;0.1;
Honduras;NARTD;Transactions Share %;Door To Door;MAT Q4.25;19.9;
Republica Dominicana;NARTD;Transactions Share %;Door To Door;MAT Q4.25;1.35;
Peru;NARTD;Transactions Share %;Door To Door;MAT Q4.25;0.0978488736079418;
Ecuador;NARTD;Transactions Share %;Door To Door;MAT Q4.25;12.3;
Colombia;NARTD;Transactions Share %;Door To Door;MAT Q4.25;0.3;
Center Zone;NARTD;Transactions Share %;Door To Door;MAT Q4.24;8.14148856163475;
Guatemala;NARTD;Transactions Share %;Door To Door;MAT Q4.24;22.6;
Costa Rica;NARTD;Transactions Share %;Door To Door;MAT Q4.24;0;
Honduras;NARTD;Transactions Share %;Door To Door;MAT Q4.24;25.5;
Republica Dominicana;NARTD;Transactions Share %;Door To Door;MAT Q4.24;0.31;
Peru;NARTD;Transactions Share %;Door To Door;MAT Q4.24;0.128987592457281;
Ecuador;NARTD;Transactions Share %;Door To Door;MAT Q4.24;15.5;
Colombia;NARTD;Transactions Share %;Door To Door;MAT Q4.24;0.2;
Center Zone;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.407666550775401;
Guatemala;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.2;
Costa Rica;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.6;
Honduras;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.3;
Republica Dominicana;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.33;
Peru;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.0950336581894117;
Ecuador;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.5;
Colombia;NARTD;Transactions Share %;Specialized Stores;MAT Q4.25;0.8;
Center Zone;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.390107814876501;
Guatemala;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.2;
Costa Rica;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.4;
Honduras;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.2;
Republica Dominicana;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.16;
Peru;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.0829110308827003;
Ecuador;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.8;
Colombia;NARTD;Transactions Share %;Specialized Stores;MAT Q4.24;0.6;
