Pais;Categoria;KPI;Canal;Periodo;Valor;Variacion_vs_PY
Honduras;TCCC;Occasions Share %;Total Market;MAT Q4.25;100;
Republica Dominicana;TCCC;Occasions Share %;Total Market;MAT Q4.25;100;
Peru;TCCC;Occasions Share %;Total Market;MAT Q4.25;100;
Ecuador;TCCC;Occasions Share %;Total Market;MAT Q4.25;100;
Colombia;TCCC;Occasions Share %;Total Market;MAT Q4.25;100;
Guatemala;TCCC;Occasions Share %;Total Market;MAT Q4.24;100;
Costa Rica;TCCC;Occasions Share %;Total Market;MAT Q4.24;100;
Honduras;TCCC;Occasions Share %;Total Market;MAT Q4.24;100;
Republica Dominicana;TCCC;Occasions Share %;Total Market;MAT Q4.24;100;
Peru;TCCC;Occasions Share %;Total Market;MAT Q4.24;100;
Ecuador;TCCC;Occasions Share %;Total Market;MAT Q4.24;100;
Colombia;TCCC;Occasions Share %;Total Market;MAT Q4.24;100;
Guatemala;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;17.3;
Costa Rica;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;33.6;
Honduras;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;5.5;
Republica Dominicana;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;40.72;
Peru;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;9.4;
Ecuador;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;20.5;
Colombia;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.25;12.096359434555527;
Guatemala;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;12.2;
Costa Rica;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;30.9;
Honduras;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;5.2;
Republica Dominicana;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;35.38;
Peru;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;9.3;
Ecuador;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;28.2;
Colombia;TCCC;Occasions Share %;Modern Trade (Including Wholesalers);MAT Q4.24;12.16633285181556;
Guatemala;TCCC;Occasions Share %;Hypermarket;MAT Q4.25;0.3;
Costa Rica;TCCC;Occasions Share %;Hypermarket;MAT Q4.25;1.8;
Honduras;TCCC;Occasions Share %;Hypermarket;MAT Q4.25;0.3;
Republica Dominicana;TCCC;Occasions Share %;Hypermarket;MAT Q4.25;15.53;
Peru;TCCC;Occasions Share %;Hypermarket;MAT Q4.25;3.8;
Ecuador;TCCC;Occasions Share %;Hypermarket;MAT Q4.25;3.4;
Colombia;TCCC;Occasions Share %;Hypermarket;MAT Q4.25;7.9;
Guatemala;TCCC;Occasions Share %;Hypermarket;MAT Q4.24;0.2;
Costa Rica;TCCC;Occasions Share %;Hypermarket;MAT Q4.24;1.4;
Honduras;TCCC;Occasions Share %;Hypermarket;MAT Q4.24;0.1;
Republica Dominicana;TCCC;Occasions Share %;Hypermarket;MAT Q4.24;11.21;
Peru;TCCC;Occasions Share %;Hypermarket;MAT Q4.24;4.1;
Ecuador;TCCC;Occasions Share %;Hypermarket;MAT Q4.24;3.9;
Colombia;TCCC;Occasions Share %;Hypermarket;MAT Q4.24;8.2;
Guatemala;TCCC;Occasions Share %;Supermarket;MAT Q4.25;2.8;
Costa Rica;TCCC;Occasions Share %;Supermarket;MAT Q4.25;10.9;
Honduras;TCCC;Occasions Share %;Supermarket;MAT Q4.25;1.7;
Republica Dominicana;TCCC;Occasions Share %;Supermarket;MAT Q4.25;23.58;
Peru;TCCC;Occasions Share %;Supermarket;MAT Q4.25;1;
Ecuador;TCCC;Occasions Share %;Supermarket;MAT Q4.25;11.9;
Colombia;TCCC;Occasions Share %;Supermarket;MAT Q4.25;6.4;
Guatemala;TCCC;Occasions Share %;Supermarket;MAT Q4.24;2.5;
Costa Rica;TCCC;Occasions Share %;Supermarket;MAT Q4.24;9.8;
Honduras;TCCC;Occasions Share %;Supermarket;MAT Q4.24;1.5;
Republica Dominicana;TCCC;Occasions Share %;Supermarket;MAT Q4.24;23.42;
Peru;TCCC;Occasions Share %;Supermarket;MAT Q4.24;1.5;
Ecuador;TCCC;Occasions Share %;Supermarket;MAT Q4.24;16.4;
Colombia;TCCC;Occasions Share %;Supermarket;MAT Q4.24;6.1;
Guatemala;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;3;
Costa Rica;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.3;
Honduras;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.6;
Republica Dominicana;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.27;
Peru;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;1.1;
Ecuador;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.9;
Colombia;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.25;0.8;
Guatemala;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;2.2;
Costa Rica;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.6;
Honduras;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.9;
Republica Dominicana;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.29;
Peru;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;1.2;
Ecuador;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;1.1;
Colombia;TCCC;Occasions Share %;Neighborhood + Convenience;MAT Q4.24;0.9;
Guatemala;TCCC;Occasions Share %;Discounters;MAT Q4.25;11;
Costa Rica;TCCC;Occasions Share %;Discounters;MAT Q4.25;20.7;
Honduras;TCCC;Occasions Share %;Discounters;MAT Q4.25;2.8;
Republica Dominicana;TCCC;Occasions Share %;Discounters;MAT Q4.25;0;
Peru;TCCC;Occasions Share %;Discounters;MAT Q4.25;3.6;
Ecuador;TCCC;Occasions Share %;Discounters;MAT Q4.25;1.9;
Colombia;TCCC;Occasions Share %;Discounters;MAT Q4.25;20;
Guatemala;TCCC;Occasions Share %;Discounters;MAT Q4.24;7.1;
Costa Rica;TCCC;Occasions Share %;Discounters;MAT Q4.24;19;
Honduras;TCCC;Occasions Share %;Discounters;MAT Q4.24;2.7;
Republica Dominicana;TCCC;Occasions Share %;Discounters;MAT Q4.24;0;
Peru;TCCC;Occasions Share %;Discounters;MAT Q4.24;2.6;
Ecuador;TCCC;Occasions Share %;Discounters;MAT Q4.24;3.3;
Colombia;TCCC;Occasions Share %;Discounters;MAT Q4.24;21.6;
Guatemala;TCCC;Occasions Share %;Wholesalers;MAT Q4.25;0.4;
Costa Rica;TCCC;Occasions Share %;Wholesalers;MAT Q4.25;0.5;
Honduras;TCCC;Occasions Share %;Wholesalers;MAT Q4.25;0.2;
Republica Dominicana;TCCC;Occasions Share %;Wholesalers;MAT Q4.25;0.78;
Peru;TCCC;Occasions Share %;Wholesalers;MAT Q4.25;2.3;
Ecuador;TCCC;Occasions Share %;Wholesalers;MAT Q4.25;2.6;
Colombia;TCCC;Occasions Share %;Wholesalers;MAT Q4.25;0.8;
Guatemala;TCCC;Occasions Share %;Wholesalers;MAT Q4.24;0.2;
Costa Rica;TCCC;Occasions Share %;Wholesalers;MAT Q4.24;0.3;
Honduras;TCCC;Occasions Share %;Wholesalers;MAT Q4.24;0.3;
Republica Dominicana;TCCC;Occasions Share %;Wholesalers;MAT Q4.24;1.11;
Peru;TCCC;Occasions Share %;Wholesalers;MAT Q4.24;2.1;
Ecuador;TCCC;Occasions Share %;Wholesalers;MAT Q4.24;3.4;
Colombia;TCCC;Occasions Share %;Wholesalers;MAT Q4.24;1.2;
Guatemala;TCCC;Occasions Share %;Down The Trade;MAT Q4.25;74.1;
Costa Rica;TCCC;Occasions Share %;Down The Trade;MAT Q4.25;51.7;
Honduras;TCCC;Occasions Share %;Down The Trade;MAT Q4.25;89.4;
Republica Dominicana;TCCC;Occasions Share %;Down The Trade;MAT Q4.25;38.83;
Peru;TCCC;Occasions Share %;Down The Trade;MAT Q4.25;74.1;
Ecuador;TCCC;Occasions Share %;Down The Trade;MAT Q4.25;72.9;
Colombia;TCCC;Occasions Share %;Down The Trade;MAT Q4.25;54.6;
Guatemala;TCCC;Occasions Share %;Down The Trade;MAT Q4.24;81.1;
Costa Rica;TCCC;Occasions Share %;Down The Trade;MAT Q4.24;54.7;
Honduras;TCCC;Occasions Share %;Down The Trade;MAT Q4.24;88.7;
Republica Dominicana;TCCC;Occasions Share %;Down The Trade;MAT Q4.24;52.55;
Peru;TCCC;Occasions Share %;Down The Trade;MAT Q4.24;81.2;
Ecuador;TCCC;Occasions Share %;Down The Trade;MAT Q4.24;63.8;
Colombia;TCCC;Occasions Share %;Down The Trade;MAT Q4.24;52;
Guatemala;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;2.8;
Costa Rica;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;47;
Honduras;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;6.4;
Republica Dominicana;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;3.74;
Peru;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;2.1;
Ecuador;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;1.8;
Colombia;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.25;15.8;
Guatemala;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;2.3;
Costa Rica;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;43.5;
Honduras;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;6.4;
Republica Dominicana;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;4.82;
Peru;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;2.8;
Ecuador;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;2.9;
Colombia;TCCC;Occasions Share %;Minimarket + Ind. Supermarkets;MAT Q4.24;14.2;
Guatemala;TCCC;Occasions Share %;Traditional Store;MAT Q4.25;70.3;
Costa Rica;TCCC;Occasions Share %;Traditional Store;MAT Q4.25;4.1;
Honduras;TCCC;Occasions Share %;Traditional Store;MAT Q4.25;83.7;
Republica Dominicana;TCCC;Occasions Share %;Traditional Store;MAT Q4.25;35.089999999999996;
Peru;TCCC;Occasions Share %;Traditional Store;MAT Q4.25;64.3;
Ecuador;TCCC;Occasions Share %;Traditional Store;MAT Q4.25;69.3;
Colombia;TCCC;Occasions Share %;Traditional Store;MAT Q4.25;36.4;
Guatemala;TCCC;Occasions Share %;Traditional Store;MAT Q4.24;78.2;
Costa Rica;TCCC;Occasions Share %;Traditional Store;MAT Q4.24;9.9;
Honduras;TCCC;Occasions Share %;Traditional Store;MAT Q4.24;86.6;
Republica Dominicana;TCCC;Occasions Share %;Traditional Store;MAT Q4.24;47.73;
Peru;TCCC;Occasions Share %;Traditional Store;MAT Q4.24;70.1;
Ecuador;TCCC;Occasions Share %;Traditional Store;MAT Q4.24;58.8;
Colombia;TCCC;Occasions Share %;Traditional Store;MAT Q4.24;36.3;
Guatemala;TCCC;Occasions Share %;Bakery;MAT Q4.25;0;
Costa Rica;TCCC;Occasions Share %;Bakery;MAT Q4.25;0.6;
Honduras;TCCC;Occasions Share %;Bakery;MAT Q4.25;0;
Republica Dominicana;TCCC;Occasions Share %;Bakery;MAT Q4.25;0.11;
Peru;TCCC;Occasions Share %;Bakery;MAT Q4.25;0.1;
Ecuador;TCCC;Occasions Share %;Bakery;MAT Q4.25;0.3;
Colombia;TCCC;Occasions Share %;Bakery;MAT Q4.25;2.3;
Guatemala;TCCC;Occasions Share %;Bakery;MAT Q4.24;0;
Costa Rica;TCCC;Occasions Share %;Bakery;MAT Q4.24;1.2;
Honduras;TCCC;Occasions Share %;Bakery;MAT Q4.24;0;
Republica Dominicana;TCCC;Occasions Share %;Bakery;MAT Q4.24;0.56;
Peru;TCCC;Occasions Share %;Bakery;MAT Q4.24;0.1;
Ecuador;TCCC;Occasions Share %;Bakery;MAT Q4.24;0.4;
Colombia;TCCC;Occasions Share %;Bakery;MAT Q4.24;1.1;
Guatemala;TCCC;Occasions Share %;E-commerce;MAT Q4.25;0;
Costa Rica;TCCC;Occasions Share %;E-commerce;MAT Q4.25;0;
Honduras;TCCC;Occasions Share %;E-commerce;MAT Q4.25;0;
Republica Dominicana;TCCC;Occasions Share %;E-commerce;MAT Q4.25;0.05;
Peru;TCCC;Occasions Share %;E-commerce;MAT Q4.25;0.3;
Ecuador;TCCC;Occasions Share %;E-commerce;MAT Q4.25;0;
Colombia;TCCC;Occasions Share %;E-commerce;MAT Q4.25;0;
Guatemala;TCCC;Occasions Share %;E-commerce;MAT Q4.24;0;
Costa Rica;TCCC;Occasions Share %;E-commerce;MAT Q4.24;0;
Honduras;TCCC;Occasions Share %;E-commerce;MAT Q4.24;0;
Republica Dominicana;TCCC;Occasions Share %;E-commerce;MAT Q4.24;0;
Peru;TCCC;Occasions Share %;E-commerce;MAT Q4.24;0.3;
Ecuador;TCCC;Occasions Share %;E-commerce;MAT Q4.24;0;
Colombia;TCCC;Occasions Share %;E-commerce;MAT Q4.24;0;
Guatemala;TCCC;Occasions Share %;Door To Door;MAT Q4.25;0.2;
Costa Rica;TCCC;Occasions Share %;Door To Door;MAT Q4.25;0.2;
Honduras;TCCC;Occasions Share %;Door To Door;MAT Q4.25;0.4;
Republica Dominicana;TCCC;Occasions Share %;Door To Door;MAT Q4.25;0.62;
Peru;TCCC;Occasions Share %;Door To Door;MAT Q4.25;3.4;
Ecuador;TCCC;Occasions Share %;Door To Door;MAT Q4.25;0.3;
Colombia;TCCC;Occasions Share %;Door To Door;MAT Q4.25;0.1;
Guatemala;TCCC;Occasions Share %;Door To Door;MAT Q4.24;0.1;
Costa Rica;TCCC;Occasions Share %;Door To Door;MAT Q4.24;0;
Honduras;TCCC;Occasions Share %;Door To Door;MAT Q4.24;0.4;
Republica Dominicana;TCCC;Occasions Share %;Door To Door;MAT Q4.24;0.41;
Peru;TCCC;Occasions Share %;Door To Door;MAT Q4.24;3.3;
Ecuador;TCCC;Occasions Share %;Door To Door;MAT Q4.24;0.6;
Colombia;TCCC;Occasions Share %;Door To Door;MAT Q4.24;0.1;
Guatemala;TCCC;Occasions Share %;Specialized Stores;MAT Q4.25;0.2;
Costa Rica;TCCC;Occasions Share %;Specialized Stores;MAT Q4.25;0.8;
Honduras;TCCC;Occasions Share %;Specialized Stores;MAT Q4.25;0.3;
Republica Dominicana;TCCC;Occasions Share %;Specialized Stores;MAT Q4.25;0.59;
Peru;TCCC;Occasions Share %;Specialized Stores;MAT Q4.25;0.1;
Ecuador;TCCC;Occasions Share %;Specialized Stores;MAT Q4.25;0.5;
Colombia;TCCC;Occasions Share %;Specialized Stores;MAT Q4.25;0.6;
Guatemala;TCCC;Occasions Share %;Specialized Stores;MAT Q4.24;0.2;
Costa Rica;TCCC;Occasions Share %;Specialized Stores;MAT Q4.24;0.6;
Honduras;TCCC;Occasions Share %;Specialized Stores;MAT Q4.24;0.1;
Republica Dominicana;TCCC;Occasions Share %;Specialized Stores;MAT Q4.24;0.41;
Peru;TCCC;Occasions Share %;Specialized Stores;MAT Q4.24;0.1;
Ecuador;TCCC;Occasions Share %;Specialized Stores;MAT Q4.24;0.7;
Colombia;TCCC;Occasions Share %;Specialized Stores;MAT Q4.24;0.8;
Guatemala;TCCC;Absolute Transactions;Total Market;MAT Q4.25;67511510;
Costa Rica;TCCC;Absolute Transactions;Total Market;MAT Q4.25;25393140;
Honduras;TCCC;Absolute Transactions;Total Market;MAT Q4.25;100326200;
Republica Dominicana;TCCC;Absolute Transactions;Total Market;MAT Q4.25;35381060;
Peru;TCCC;Absolute Transactions;Total Market;MAT Q4.25;146478700;
Ecuador;TCCC;Absolute Transactions;Total Market;MAT Q4.25;100757900;
Colombia;TCCC;Absolute Transactions;Total Market;MAT Q4.25;153576200;
Guatemala;TCCC;Absolute Transactions;Total Market;MAT Q4.24;69911520;
Costa Rica;TCCC;Absolute Transactions;Total Market;MAT Q4.24;27600020;
Honduras;TCCC;Absolute Transactions;Total Market;MAT Q4.24;81984580;
Republica Dominicana;TCCC;Absolute Transactions;Total Market;MAT Q4.24;28346260;
Peru;TCCC;Absolute Transactions;Total Market;MAT Q4.24;143393400;
Ecuador;TCCC;Absolute Transactions;Total Market;MAT Q4.24;116517400;
Colombia;TCCC;Absolute Transactions;Total Market;MAT Q4.24;148937900;
Guatemala;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;11704130;
Costa Rica;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;8529506;
Honduras;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;5524522;
Republica Dominicana;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;14408010;
Peru;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;13767200;
Ecuador;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;28393570;
Colombia;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.25;58441722;
Guatemala;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;8563178;
Costa Rica;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;8533700;
Honduras;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;4283767;
Republica Dominicana;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;10029600;
Peru;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;13391790;
Ecuador;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;23869830;
Colombia;TCCC;Absolute Transactions;Modern Trade (Including Wholesalers);MAT Q4.24;54493942;
Guatemala;TCCC;Absolute Transactions;Hypermarket;MAT Q4.25;214618.1;
Costa Rica;TCCC;Absolute Transactions;Hypermarket;MAT Q4.25;450964.2;
Honduras;TCCC;Absolute Transactions;Hypermarket;MAT Q4.25;318827;
Republica Dominicana;TCCC;Absolute Transactions;Hypermarket;MAT Q4.25;5493866;
Peru;TCCC;Absolute Transactions;Hypermarket;MAT Q4.25;5550521;
Ecuador;TCCC;Absolute Transactions;Hypermarket;MAT Q4.25;3944884;
Colombia;TCCC;Absolute Transactions;Hypermarket;MAT Q4.25;12588420;
Guatemala;TCCC;Absolute Transactions;Hypermarket;MAT Q4.24;159572.7;
Costa Rica;TCCC;Absolute Transactions;Hypermarket;MAT Q4.24;383839.2;
Honduras;TCCC;Absolute Transactions;Hypermarket;MAT Q4.24;104322.7;
Republica Dominicana;TCCC;Absolute Transactions;Hypermarket;MAT Q4.24;3178740;
Peru;TCCC;Absolute Transactions;Hypermarket;MAT Q4.24;5833001;
Ecuador;TCCC;Absolute Transactions;Hypermarket;MAT Q4.24;3909412;
Colombia;TCCC;Absolute Transactions;Hypermarket;MAT Q4.24;11760640;
Guatemala;TCCC;Absolute Transactions;Supermarket;MAT Q4.25;1884858;
Costa Rica;TCCC;Absolute Transactions;Supermarket;MAT Q4.25;2765439;
Honduras;TCCC;Absolute Transactions;Supermarket;MAT Q4.25;1663821;
Republica Dominicana;TCCC;Absolute Transactions;Supermarket;MAT Q4.25;8341484;
Peru;TCCC;Absolute Transactions;Supermarket;MAT Q4.25;1456212;
Ecuador;TCCC;Absolute Transactions;Supermarket;MAT Q4.25;16518310;
Colombia;TCCC;Absolute Transactions;Supermarket;MAT Q4.25;9390411;
Guatemala;TCCC;Absolute Transactions;Supermarket;MAT Q4.24;1737980;
Costa Rica;TCCC;Absolute Transactions;Supermarket;MAT Q4.24;2703784;
Honduras;TCCC;Absolute Transactions;Supermarket;MAT Q4.24;1246937;
Republica Dominicana;TCCC;Absolute Transactions;Supermarket;MAT Q4.24;6638104;
Peru;TCCC;Absolute Transactions;Supermarket;MAT Q4.24;2171551;
Ecuador;TCCC;Absolute Transactions;Supermarket;MAT Q4.24;13870640;
Colombia;TCCC;Absolute Transactions;Supermarket;MAT Q4.24;9600270;
Guatemala;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;1997459;
Costa Rica;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;79579.5;
Honduras;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;585888.9;
Republica Dominicana;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;96045;
Peru;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;1642584;
Ecuador;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;1089366;
Colombia;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.25;1445806;
Guatemala;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;1558783;
Costa Rica;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;162859.5;
Honduras;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;723133.3;
Republica Dominicana;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;83590;
Peru;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;1745729;
Ecuador;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;1036794;
Colombia;TCCC;Absolute Transactions;Neighborhood + Convenience;MAT Q4.24;1264975;
Guatemala;TCCC;Absolute Transactions;Discounters;MAT Q4.25;7413550;
Costa Rica;TCCC;Absolute Transactions;Discounters;MAT Q4.25;5253359;
Honduras;TCCC;Absolute Transactions;Discounters;MAT Q4.25;2850564;
Republica Dominicana;TCCC;Absolute Transactions;Discounters;MAT Q4.25;0;
Peru;TCCC;Absolute Transactions;Discounters;MAT Q4.25;5215417;
Ecuador;TCCC;Absolute Transactions;Discounters;MAT Q4.25;3292426;
Colombia;TCCC;Absolute Transactions;Discounters;MAT Q4.25;33183240;
Guatemala;TCCC;Absolute Transactions;Discounters;MAT Q4.24;4932800;
Costa Rica;TCCC;Absolute Transactions;Discounters;MAT Q4.24;5248787;
Honduras;TCCC;Absolute Transactions;Discounters;MAT Q4.24;2179000;
Republica Dominicana;TCCC;Absolute Transactions;Discounters;MAT Q4.24;0;
Peru;TCCC;Absolute Transactions;Discounters;MAT Q4.24;3707971;
Ecuador;TCCC;Absolute Transactions;Discounters;MAT Q4.24;2218103;
Colombia;TCCC;Absolute Transactions;Discounters;MAT Q4.24;29723800;
Guatemala;TCCC;Absolute Transactions;Wholesalers;MAT Q4.25;289645.3;
Costa Rica;TCCC;Absolute Transactions;Wholesalers;MAT Q4.25;134707.3;
Honduras;TCCC;Absolute Transactions;Wholesalers;MAT Q4.25;213856.5;
Republica Dominicana;TCCC;Absolute Transactions;Wholesalers;MAT Q4.25;276682;
Peru;TCCC;Absolute Transactions;Wholesalers;MAT Q4.25;3343278;
Ecuador;TCCC;Absolute Transactions;Wholesalers;MAT Q4.25;3421907;
Colombia;TCCC;Absolute Transactions;Wholesalers;MAT Q4.25;1874282;
Guatemala;TCCC;Absolute Transactions;Wholesalers;MAT Q4.24;126014.4;
Costa Rica;TCCC;Absolute Transactions;Wholesalers;MAT Q4.24;91373.6;
Honduras;TCCC;Absolute Transactions;Wholesalers;MAT Q4.24;206932.3;
Republica Dominicana;TCCC;Absolute Transactions;Wholesalers;MAT Q4.24;315601;
Peru;TCCC;Absolute Transactions;Wholesalers;MAT Q4.24;3026261;
Ecuador;TCCC;Absolute Transactions;Wholesalers;MAT Q4.24;2999062;
Colombia;TCCC;Absolute Transactions;Wholesalers;MAT Q4.24;1238502;
Guatemala;TCCC;Absolute Transactions;Down The Trade;MAT Q4.25;50057160;
Costa Rica;TCCC;Absolute Transactions;Down The Trade;MAT Q4.25;13135180;
Honduras;TCCC;Absolute Transactions;Down The Trade;MAT Q4.25;89671790;
Republica Dominicana;TCCC;Absolute Transactions;Down The Trade;MAT Q4.25;13739600;
Peru;TCCC;Absolute Transactions;Down The Trade;MAT Q4.25;108519700;
Ecuador;TCCC;Absolute Transactions;Down The Trade;MAT Q4.25;64258080;
Colombia;TCCC;Absolute Transactions;Down The Trade;MAT Q4.25;79858670;
Guatemala;TCCC;Absolute Transactions;Down The Trade;MAT Q4.24;56695550;
Costa Rica;TCCC;Absolute Transactions;Down The Trade;MAT Q4.24;15098690;
Honduras;TCCC;Absolute Transactions;Down The Trade;MAT Q4.24;72719380;
Republica Dominicana;TCCC;Absolute Transactions;Down The Trade;MAT Q4.24;14896510;
Peru;TCCC;Absolute Transactions;Down The Trade;MAT Q4.24;116502200;
Ecuador;TCCC;Absolute Transactions;Down The Trade;MAT Q4.24;84911000;
Colombia;TCCC;Absolute Transactions;Down The Trade;MAT Q4.24;81341220;
Guatemala;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;1913188;
Costa Rica;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;11932330;
Honduras;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;6389623;
Republica Dominicana;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;1322713;
Peru;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;3095777;
Ecuador;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;2929345;
Colombia;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.25;21796430;
Guatemala;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;1590898;
Costa Rica;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;12017270;
Honduras;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;5210418;
Republica Dominicana;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;1364891;
Peru;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;4022530;
Ecuador;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;2117253;
Colombia;TCCC;Absolute Transactions;Minimarket + Ind. Supermarkets;MAT Q4.24;23540430;
Guatemala;TCCC;Absolute Transactions;Traditional Store;MAT Q4.25;47471150;
Costa Rica;TCCC;Absolute Transactions;Traditional Store;MAT Q4.25;1038923;
Honduras;TCCC;Absolute Transactions;Traditional Store;MAT Q4.25;83993790;
Republica Dominicana;TCCC;Absolute Transactions;Traditional Store;MAT Q4.25;12416887;
Peru;TCCC;Absolute Transactions;Traditional Store;MAT Q4.25;94159210;
Ecuador;TCCC;Absolute Transactions;Traditional Store;MAT Q4.25;59232340;
Colombia;TCCC;Absolute Transactions;Traditional Store;MAT Q4.25;55780850;
Guatemala;TCCC;Absolute Transactions;Traditional Store;MAT Q4.24;54642040;
Costa Rica;TCCC;Absolute Transactions;Traditional Store;MAT Q4.24;2731077;
Honduras;TCCC;Absolute Transactions;Traditional Store;MAT Q4.24;71021890;
Republica Dominicana;TCCC;Absolute Transactions;Traditional Store;MAT Q4.24;13531619;
Peru;TCCC;Absolute Transactions;Traditional Store;MAT Q4.24;100530300;
Ecuador;TCCC;Absolute Transactions;Traditional Store;MAT Q4.24;80763510;
Colombia;TCCC;Absolute Transactions;Traditional Store;MAT Q4.24;54220910;
